ID,Name,Platform,Platform_Group,Publisher,Genre,Year_of_Release,NA_players,EU_players,JP_players,Other_players,Num_Nodes,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
14455,House M.D.,DS,,Mindscape,Adventure,2010,0.02,0,0,0,,0.03,,,,,Legacy Interactive,T
14456,thinkSMART FAMILY!,Wii,,Conspiracy Entertainment,Misc,2010,0.03,0,0,0,,0.03,,,,,Mentor Interactive,E
14457,Ultimate Block Party,PSP,,505 Games,Puzzle,2004,0.03,0,0,0,,0.03,76,12,,,Magicpot,E
14458,Last Escort: Club Katze,PSP,,D3Publisher,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14459,Renai Revenge,PSV,,TGL,Adventure,2015,0,0,0.03,0,,0.03,,,,,,
14460,Stacked with Daniel Negreanu,XB,,Myelin Media,Misc,2006,0.02,0.01,0,0,,0.03,61,20,,,5000ft,T
14461,Mahjong 300,DS,,Avanquest,Puzzle,2011,0,0.03,0,0,,0.03,,,,,,
14462,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,,Yeti,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14463,Konami Classics Series: Arcade Hits,DS,,Konami Digital Entertainment,Misc,2007,0.01,0,0.02,0,,0.03,76,29,,,M2,E10+
14464,WRC 5: FIA World Rally Championship,PSV,,Bigben Interactive,Sports,2015,0,0.02,0,0.01,,0.03,,,,,,
14465,Infinite Stratos 2: Ignition Hearts,PSV,,5pb,Adventure,2014,0,0,0.03,0,,0.03,,,,,,
14466,Otometeki Koi Kakumei * Love Revo,PS2,,Interchannel,Adventure,2006,0,0,0.03,0,,0.03,,,,,,
14467,Guitar Hero: World Tour,PC,,Aspyr,Misc,2009,0,0.03,0,0.01,,0.03,,,7.8,9,Neversoft Entertainment,T
14468,Super Meat Boy: Ultra Edition!,PC,,Unknown,Platform,2011,0,0.02,0,0.01,,0.03,,,,,,
14469,Dr. Muto,GC,,Midway Games,Platform,2002,0.02,0.01,0,0,,0.03,63,6,,,Midway,T
14470,Super Heroine Chronicle,PS3,,Namco Bandai Games,Role-Playing,2014,0,0,0.03,0,,0.03,,,,,,
14471,Otomedius Gorgeous,X360,,Konami Digital Entertainment,Shooter,2008,0,0,0.03,0,,0.03,,,,,,
14472,Egg Mania: Eggstreme Madness,PS2,,Kemco,Puzzle,2002,0.02,0.01,0,0,,0.03,64,8,,,Kemco,E
14473,Alter Ego,PC,,Activision,Simulation,1985,0,0.03,0,0.01,,0.03,59,9,5.8,19,"Viva Media, Viva Media, LLC",T
14474,Kiniro no Corda 3,PS2,,Tecmo Koei,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14475,Zero Escape: Virtue's Last Reward,3DS,,Rising Star Games,Adventure,2012,0.03,0,0,0,,0.03,88,15,8.8,188,ChunSoft,M
14476,Darkstalkers Resurrection,PS3,,Capcom,Fighting,2013,0,0,0.03,0,,0.03,80,33,7.3,27,Iron Galaxy Studios,T
14477,Transformers: Devastation,PC,,Activision,Action,2015,0,0.03,0,0,,0.03,74,9,7.6,56,PlatinumGames,T
14478,MotoGP 15,XOne,,Milestone S.r.l.,Racing,2015,0,0.03,0,0,,0.03,65,9,,,Milestone S.r.l,
14479,Highschool Terra Story,SAT,,KID,Adventure,1998,0,0,0.03,0,,0.03,,,,,,
14480,Summer Athletics: The Ultimate Challenge,X360,,DTP Entertainment,Sports,2008,0.02,0.01,0,0,,0.03,48,10,,,49Games,E
14481,The Golf Club,XOne,,Unknown,Sports,2014,0.03,0,0,0,,0.03,64,15,5.4,59,HB Studios Multimedia,E
14482,Emergency! Disaster Rescue Squad,DS,,Destineer,Simulation,2009,0.03,0,0,0,,0.03,,,,,,
14483,Neverwinter Nights,PC,,Atari,Role-Playing,2002,0,0.03,0,0,,0.03,91,34,8.2,490,BioWare,T
14484,Suggoi! Arcana Heart 2,PS2,,AQ Interactive,Fighting,2009,0,0,0.03,0,,0.03,,,,,,
14485,Crazy Machines,DS,,DTP Entertainment,Puzzle,2008,0,0.03,0,0,,0.03,,,,,,
14486,Ebikore Photo Kano Kiss,PSV,,Kadokawa Games,Action,2015,0,0,0.03,0,,0.03,,,,,,
14487,East India Company Collection,PC,,Paradox Interactive,Misc,2010,0,0.03,0,0,,0.03,,,,,Nitro Games,T
14488,Mother Goose no Himitsu no Yakata,PSP,,Quinrose,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14489,Fast & Furious: Showdown,X360,,Activision,Action,2013,0,0.03,0,0,,0.03,,,,,,
14490,Winning Post 7 2009,PSP,,Tecmo Koei,Sports,2009,0,0,0.03,0,,0.03,,,,,,
14491,Puzzle & Action: Tant-R,GEN,,Sega,Misc,1994,0,0,0.03,0,,0.03,,,,,,
14492,Code Lyoko: Quest for Infinity,PSP,,Game Factory,Action,2008,0.03,0,0,0,,0.03,,,,,Neko Entertainment,E10+
14493,The Voice,PS3,,Activision,Action,2014,0.02,0,0,0.01,,0.03,,,,,Activision,
14494,Digimon World 4,XB,,Atari,Role-Playing,2005,0.02,0.01,0,0,,0.03,54,5,8.8,4,Bandai,E
14495,Guilty Gear XX Accent Core Plus,Wii,,PQube,Fighting,2009,0.01,0.02,0,0,,0.03,76,10,7.3,9,Arc System Works,T
14496,Kekkaishi: Kokubourou Shuurai,DS,,Namco Bandai Games,Action,2008,0,0,0.03,0,,0.03,,,,,,
14497,Galleon: Islands of Mystery,XB,,SCi,Action,2004,0.02,0.01,0,0,,0.03,67,40,7,10,Confounding Factor,T
14498,Montessori Music,DS,,Oxygen Interactive,Misc,2008,0.01,0.02,0,0,,0.03,,,,,Will,E
14499,World Sports Competition,PS3,,Hudson Soft,Sports,2009,0.02,0,0,0.01,,0.03,,,,,,
14500,Shugo Chara! Amunonijiro Chara Change,DS,,Konami Digital Entertainment,Action,2008,0,0,0.03,0,,0.03,,,,,,
14501,Renai 0 Kilometer,PSP,,Alchemist,Adventure,2013,0,0,0.03,0,,0.03,,,,,,
14502,Sunny Garcia Surfing,PS2,,Ubisoft,Sports,2001,0.02,0.01,0,0,,0.03,61,11,7.9,7,Krome Studios,E
14503,Far East of Eden Shinden,NG,,Hudson Soft,Fighting,1995,0,0,0.03,0,,0.03,,,,,,
14504,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,,Arc System Works,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14505,Lock On: Modern Air Combat,PC,,Ubisoft,Simulation,2003,0,0.03,0,0.01,,0.03,76,20,7.5,549,Eagle Dynamics,E
14506,MotorHead,PS,,Gremlin Interactive Ltd,Racing,1998,0.02,0.01,0,0,,0.03,,,,,,
14507,Max & the Magic Marker,Wii,,Unknown,Platform,2011,0,0.03,0,0,,0.03,,,,,,
14508,Ao no Kanata no Four Rhythm,PSV,,Unknown,Adventure,2016,0,0,0.03,0,,0.03,,,,,,
14509,StormLover,PSP,,D3Publisher,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14510,Gloria Union,PSP,,Atlus,Role-Playing,2011,0,0,0.03,0,,0.03,,,,,,
14511,Gensou Suikoden I & II,PSP,,Konami Digital Entertainment,Role-Playing,2006,0,0,0.03,0,,0.03,,,,,,
14512,Worms: WMD,PS4,,Sold Out,Action,2016,0.01,0.02,0,0,,0.03,78,23,7.6,19,Team 17,E10+
14513,Shaun White Skateboarding,PC,,Ubisoft,Sports,2010,0,0.03,0,0.01,,0.03,,,7.3,6,Ubisoft Montreal,T
14514,Eyeshield 21: DevilBats DevilDays,GBA,,Nintendo,Role-Playing,2006,0,0,0.03,0,,0.03,,,,,,
14515,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,,Namco Bandai Games,Misc,2014,0,0,0.03,0,,0.03,,,,,,
14516,Jyuzaengi: Engetsu Sangokuden,PSP,,Idea Factory,Action,2012,0,0,0.03,0,,0.03,,,,,,
14517,Ratatouille,PC,,THQ,Action,2007,0.01,0.01,0,0,,0.03,,,7.9,9,Asobo Studio,E
14518,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,,Tecmo Koei,Action,2010,0,0,0.03,0,,0.03,,,,,,
14519,Rabbids Land,WiiU,,Ubisoft,Misc,2012,0.01,0.01,0,0,,0.03,52,26,5.2,29,Ubisoft Paris,E10+
14520,Dancing Blade II: Tears of Eden,PS,,Konami Digital Entertainment,Adventure,1999,0,0,0.03,0,,0.03,,,,,,
14521,Kokoro no Kokoron,DS,,Namco Bandai Games,Misc,2011,0,0,0.03,0,,0.03,,,,,,
14522,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,,Idea Factory,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14523,BeatMania IIDX 13: DistorteD,PS2,,Konami Digital Entertainment,Simulation,2007,0,0,0.03,0,,0.03,,,,,,
14524,Guild Wars,PC,,NCSoft,Role-Playing,2005,0.03,0,0,0,,0.03,89,53,8.4,455,ArenaNet,T
14525,Go! Go! Hypergrind,GC,,Atlus,Sports,2003,0.02,0.01,0,0,,0.03,,,,,,
14526,Great Edo Blacksmith,PSV,,Nippon Ichi Software,Adventure,2014,0,0,0.03,0,,0.03,,,,,,
14527,Keshisasu-Kun: Battle Kas-tival,DS,,Konami Digital Entertainment,Action,2010,0,0,0.03,0,,0.03,,,,,,
14528,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,,Namco Bandai Games,Misc,2011,0,0,0.03,0,,0.03,,,,,,
14529,Peak Performance,PS,,JVC,Racing,1997,0.02,0.01,0,0,,0.03,,,,,,
14530,Take On Helicopters,PC,,Unknown,Simulation,2011,0,0.02,0,0.01,,0.03,70,10,6.7,28,Bohemia Interactive,T
14531,Young Justice: Legacy,3DS,,Namco Bandai Games,Action,2013,0.03,0,0,0,,0.03,,,7.1,7,Farsight Studios,E10+
14532,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,,ChunSoft,Adventure,2012,0,0,0.03,0,,0.03,,,,,,
14533,DokiDoki Majo Shinpan! 2,DS,,SNK Playmore,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14534,S.L.A.I.: Steel Lancer Arena International,PS2,,Konami Digital Entertainment,Simulation,2005,0.01,0.01,0,0,,0.03,66,16,7.8,10,Genki,T
14535,Freaky Flyers,XB,,Midway Games,Racing,2003,0.02,0.01,0,0,,0.03,64,22,,,Midway,T
14536,Nacho Libre,DS,,Majesco Entertainment,Action,2006,0.03,0,0,0,,0.03,56,6,5.8,6,BudCat,E10+
14537,Power Rangers Super Megaforce,3DS,,Namco Bandai Games,Action,2014,0.01,0.01,0,0,,0.03,43,7,,,Bandai Namco Games,E10+
14538,Homeworld 2,PC,,Vivendi Games,Strategy,2003,0,0.03,0,0,,0.03,83,31,8.3,128,Relic,T
14539,Zoboomafoo: Leapin' Lemurs!,PS,,Encore,Action,2001,0.02,0.01,0,0,,0.03,,,,,,
14540,Rayman 3: Hoodlum Havoc,PC,,Ubisoft,Platform,2003,0,0.03,0,0,,0.03,74,8,8.3,70,Ubisoft,E
14541,Dennou Senki Virtual-On Force,X360,,Sega,Fighting,2010,0,0,0.03,0,,0.03,,,,,,
14542,Rugby 15,X360,,Bigben Interactive,Sports,2015,0,0.03,0,0,,0.03,,,,,HB Studios Multimedia,E
14543,Nettou! Powerful Koushien,DS,,Konami Digital Entertainment,Sports,2010,0,0,0.03,0,,0.03,,,,,,
14544,Graffiti Kingdom,PS2,,505 Games,Role-Playing,2004,0.01,0.01,0,0,,0.03,71,27,7.1,12,Taito Corporation,E
14545,King Arthur II,PC,,Paradox Interactive,Strategy,2011,0,0.03,0,0,,0.03,,,,,,
14546,Armored Core SL: Silent Line Portable,PSP,,From Software,Simulation,2009,0,0,0.03,0,,0.03,,,,,,
14547,Looney Tunes: Galactic Sports,PSV,,Sony Computer Entertainment,Action,2015,0,0.02,0,0.01,,0.03,,,,,Virtual Toys,
14548,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,,Marvelous Interactive,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14549,Combat Elite: WWII Paratroopers,XB,,Unknown,Shooter,N/A,0.02,0.01,0,0,,0.03,56,11,,,BattleBorne,T
14550,Lethal Enforcers I & II,PS,,Konami Digital Entertainment,Shooter,1996,0.02,0.01,0,0,,0.03,,,,,,
14551,Bubble Bobble Evolution,PSP,,Rising Star Games,Puzzle,2006,0.03,0,0,0,,0.03,47,5,,,Opus,E
14552,Klonoa 2: Dream Champ Tournament,GBA,,Namco Bandai Games,Platform,2002,0.02,0.01,0,0,,0.03,78,20,9.3,6,Namco,E
14553,Who Wants to be a Millionaire: 1st Edition,DS,,Ubisoft,Misc,2007,0,0.03,0,0,,0.03,,,,,,
14554,N+,PSP,,Atari,Platform,2007,0.03,0,0,0,,0.03,79,21,7.8,18,"Metanet Software Inc., SilverBirch Studios",E
14555,Minna no Golf Jou Vol.1,PSP,,Sony Computer Entertainment,Sports,2007,0,0,0.03,0,,0.03,,,,,,
14556,Ducati World Racing Challenge,PS,,Acclaim Entertainment,Racing,2001,0.02,0.01,0,0,,0.03,68,7,,,Attention To Detail,E
14557,Super Collapse! II,GBA,,Majesco Entertainment,Puzzle,2004,0.02,0.01,0,0,,0.03,,,,,,
14558,Pop'n Music 14 Fever!,PS2,,Konami Digital Entertainment,Misc,2007,0,0,0.03,0,,0.03,,,,,,
14559,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,,Majesco Entertainment,Misc,2005,0.02,0.01,0,0,,0.03,,,,,,
14560,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,,Gust,Role-Playing,2010,0,0,0.03,0,,0.03,,,,,,
14561,Lux-Pain (JP sales),DS,,Rising Star Games,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14562,Smashing Drive,GBA,,Zoo Digital Publishing,Racing,2004,0.02,0.01,0,0,,0.03,,,,,Raylight Studios,E
14563,Away: Shuffle Dungeon,DS,,Majesco Entertainment,Role-Playing,2008,0.02,0,0,0,,0.03,65,17,,,"Mistwalker, Artoon",E10+
14564,Big Mountain 2000,N64,,Imagineer,Sports,1998,0.02,0.01,0,0,,0.03,,,,,,
14565,Starshot: Space Circus Fever,N64,,Infogrames,Platform,1998,0.02,0.01,0,0,,0.03,,,,,,
14566,Charlie Blasts Territory,N64,,Kemco,Action,1999,0.02,0.01,0,0,,0.03,,,,,,
14567,Senko no Ronde DUO,X360,,G.Rev,Fighting,2010,0,0,0.03,0,,0.03,,,,,,
14568,Knights of Honor,PC,,Sunflowers,Strategy,2004,0,0.02,0,0.01,,0.03,77,26,9.1,89,Black Sea Studios,E10+
14569,CIMA: The Enemy,GBA,,Marvelous Interactive,Role-Playing,2003,0.02,0.01,0,0,,0.03,70,11,,,Neverland,E
14570,Tokimeki Memorial Girl's Side 1st Love Plus,DS,,Konami Digital Entertainment,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14571,The Inner World,PC,,Headup Games,Adventure,2013,0,0.03,0,0,,0.03,72,18,8.1,48,Headup Games,
14572,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,,Marvelous Interactive,Fighting,2010,0,0,0.03,0,,0.03,,,,,,
14573,Code Geass: Hangyaku no Lelouch,DS,,Namco Bandai Games,Action,2007,0,0,0.03,0,,0.03,,,,,,
14574,Terraria,WiiU,,505 Games,Action,2016,0,0.03,0,0,,0.03,,,6.9,7,"Engine Software, Re-Logic",T
14575,Hudson x GReeeeN Live!? DeeeeS!?,DS,,Hudson Soft,Misc,2010,0,0,0.03,0,,0.03,,,,,,
14576,Daibakushou: Jinsei Gekijou,SNES,,Taito,Misc,1995,0,0,0.03,0,,0.03,,,,,,
14577,Marble Madness / Klax,GBA,,Zoo Digital Publishing,Puzzle,2005,0.02,0.01,0,0,,0.03,,,,,Frame Studios Interactive,E
14578,Downstream Panic!,PSP,,Atari,Action,2008,0.03,0,0,0,,0.03,,,,,,
14579,Suzumiya Haruhi no Chokuretsu,DS,,Sega,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14580,DJ Max Portable 3,PSP,,CyberFront,Misc,2010,0.01,0,0.02,0,,0.03,,,4.6,9,"PM Studios Inc., Pentavision Entertainment",E10+
14581,Boot Camp Academy,Wii,,Zoo Games,Action,2010,0.03,0,0,0,,0.03,,,,,Ubisoft,E10+
14582,The Idolmaster: Gravure For You! Vol. 5,PS3,,Namco Bandai Games,Misc,2012,0,0,0.03,0,,0.03,,,,,,
14583,S.Y.K Renshouden,PS2,,Idea Factory,Adventure,2010,0,0,0.03,0,,0.03,,,,,,
14584,Empire Earth II,PC,,Vivendi Games,Strategy,2005,0,0.03,0,0,,0.03,79,39,7.1,89,Mad Doc Software,T
14585,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,,Idea Factory,Adventure,2011,0,0,0.03,0,,0.03,,,,,,
14586,Pet Alien: An Intergalactic Puzzlepalooza,DS,,Game Factory,Action,2007,0.03,0,0,0,,0.03,58,16,,,Shin'en,E
14587,Nectaris: Military Madness,PS,,Hudson Soft,Strategy,1998,0.02,0.01,0,0,,0.03,,,,,,
14588,Galaxy Angel II: Mugen Kairou no Kagi,PS2,,Broccoli,Strategy,2007,0,0,0.03,0,,0.03,,,,,,
14589,D.C.I.F.: Da Capo Innocent Finale,PS2,,Sweets,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14590,Konpeki no Kantai,SNES,,Angel Studios,Strategy,1995,0,0,0.03,0,,0.03,,,,,,
14591,Who Wants to be a Millionaire: 1st Edition,Wii,,Ubisoft,Misc,2007,0,0.03,0,0,,0.03,,,,,,
14592,BRAHMA Force: The Assault on Beltlogger 9,PS,,JVC,Shooter,1996,0.02,0.01,0,0,,0.03,,,,,,
14593,Tenka-bito,PS2,,Sega,Strategy,2006,0,0,0.03,0,,0.03,,,,,,
14594,Hot Pixel,PSP,,Atari,Puzzle,2007,0.03,0,0,0,,0.03,55,35,6.5,6,zSlide,T
14595,Doodle Hex,DS,,Pinnacle,Puzzle,2008,0,0.03,0,0,,0.03,68,14,,,Tragnarion Studios,
14596,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,,Compile Heart,Role-Playing,2015,0,0,0.03,0,,0.03,,,,,,
14597,Valentino Rossi: The Game,XOne,,Namco Bandai Games,Racing,2016,0.01,0.02,0,0,,0.03,74,5,8.1,7,Milestone S.r.l,E
14598,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,,Takara Tomy,Action,2009,0,0,0.03,0,,0.03,,,,,,
14599,Codename: Panzers Cold War,PC,,Atari,Strategy,2009,0,0.02,0,0,,0.03,67,28,5.8,8,Stormregion,T
14600,Samurai Spirits: Tenkaichi Kenkakuden,PS2,,Unknown,Fighting,N/A,0,0,0.03,0,,0.03,,,,,,
14601,Robo Pit,PS,,Kokopeli Digital Studios,Fighting,1995,0.02,0.01,0,0,,0.03,,,,,,
14602,Story Hour: Adventures,Wii,,Zoo Digital Publishing,Adventure,2008,0.03,0,0,0,,0.03,,,,,Other Ocean Interactive,E
14603,Muv-Luv Alternative: Total Eclipse,PS3,,5pb,Simulation,2013,0,0,0.03,0,,0.03,,,,,,
14604,R-Type III: The Third Lightning,GBA,,Zoo Digital Publishing,Shooter,2004,0.02,0.01,0,0,,0.03,46,11,,,Raylight Studios,E
14605,Star Wars: The Force Unleashed II,PC,,LucasArts,Action,2010,0.03,0,0,0,,0.03,59,14,5.8,162,LucasArts,T
14606,Heathcliff! The Fast and the Furriest,Wii,,Storm City Games,Racing,2010,0.03,0,0,0,,0.03,,,,,Storm City Games,E
14607,Darius Burst: Chronicle Saviours,PSV,,Kadokawa Games,Action,2016,0,0,0.03,0,,0.03,,,,,,
14608,Blokus Portable: Steambot Championship,PSP,,Majesco Entertainment,Puzzle,2006,0.03,0,0,0,,0.03,51,5,,,Irem,E
14609,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,,Rocket Company,Role-Playing,2016,0,0,0.03,0,,0.03,,,,,,
14610,Hakuouki,PS2,,Idea Factory,Adventure,2008,0,0,0.03,0,,0.03,,,,,,
14611,Atomic Betty,GBA,,Atari,Puzzle,2005,0.02,0.01,0,0,,0.03,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E
14612,"Princess Natasha: Student, Secret Agent, Princess",DS,,Zoo Digital Publishing,Action,2006,0.03,0,0,0,,0.03,,,,,,
14613,Doom,PC,,id Software,Shooter,1992,0.02,0,0,0,,0.03,85,44,8.2,1796,id Software,M
14614,Robin Hood: Defender of the Crown,XB,,Capcom,Strategy,2003,0.02,0.01,0,0,,0.03,57,13,,,Atomic Planet Entertainment,T
14615,Monster Hunter Frontier Online: Season 10,X360,,Capcom,Role-Playing,2011,0,0,0.03,0,,0.03,,,,,,
14616,Street Jam Basketball,GBA,,Zoo Digital Publishing,Sports,2004,0.02,0.01,0,0,,0.03,35,7,8,7,Prograph,E
14617,Armored Core: Last Raven Portable,PSP,,From Software,Simulation,2010,0,0,0.03,0,,0.03,,,,,From Software,T
14618,Master of Monsters: Disciples of Gaia,PS,,Agetec,Strategy,1997,0.02,0.01,0,0,,0.03,,,,,,
14619,SD Gundam: Gashapon Wars,Wii,,Namco Bandai Games,Strategy,2010,0,0,0.03,0,,0.03,,,,,,
14620,Curious George,XB,,Namco Bandai Games,Action,2006,0.02,0.01,0,0,,0.03,57,11,,,Monkey Bar Games,E
14621,Disney's Aladdin,GBA,,Capcom,Platform,2003,0.02,0.01,0,0,,0.03,59,17,,,Disney Interactive,E
14622,Virtual Pool: Tournament Edition,XB,,Global Star,Sports,2005,0.02,0.01,0,0,,0.03,62,6,,,Celeris,E
14623,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,,Sega,Action,2015,0,0,0.03,0,,0.03,,,,,,
14624,SimCity,PC,,Maxis,Simulation,1988,0,0.02,0,0.01,,0.03,64,75,2.2,4572,Maxis,E10+
14625,Nippon no Asoko de,PSP,,Sony Computer Entertainment,Misc,2008,0,0,0.03,0,,0.03,,,,,,
14626,Harry Potter and the Half-Blood Prince,PC,,Electronic Arts,Action,2009,0,0.03,0,0,,0.03,64,14,6.1,35,EA Bright Light,E10+
14627,Higurashi no Naku Koro ni Iki,PSV,,Kaga Create,Action,2015,0,0,0.03,0,,0.03,,,,,,
14628,Harley-Davidson: Road Trip,Wii,,Destineer,Racing,2010,0.03,0,0,0,,0.03,,,,,Destineer,E
14629,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,,Idea Factory,Role-Playing,2015,0.01,0.01,0.01,0,,0.03,,,,,,
14630,MapleStory DS,DS,,Nexon,Role-Playing,2010,0,0,0.03,0,,0.03,,,,,,
14631,Playmobil Top Agents,DS,,JoWood Productions,Action,2010,0,0.03,0,0,,0.03,,,,,Dreamcatcher,E10+
14632,Doom 3 BFG Edition,PC,,Bethesda Softworks,Shooter,2012,0,0.02,0,0,,0.03,59,12,5.3,210,id Software,M
14633,Pimp My Ride: Street Racing,DS,,Activision,Racing,2009,0.03,0,0,0,,0.03,,,,,Virtuos,E
14634,Romance of the Three Kingdoms II,3DS,,Tecmo Koei,Strategy,2015,0,0,0.03,0,,0.03,,,,,,
14635,Popeye: Rush for Spinach,GBA,,Atari,Platform,2005,0.02,0.01,0,0,,0.03,48,9,4.2,5,Magic Pockets,E
14636,Culdcept,PS2,,Sega,Strategy,2002,0.01,0.01,0,0,,0.03,78,26,8.9,9,NEC Interchannel,T
14637,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,,NEC,Role-Playing,1996,0,0,0.03,0,,0.03,,,,,,
14638,Bladestorm: Nightmare,PS3,,Tecmo Koei,Action,2015,0,0,0.03,0,,0.03,,,7.4,5,Koei Tecmo Games,T
14639,BeatMania IIDX 15: DJ Troopers,PS2,,Konami Digital Entertainment,Simulation,2008,0,0,0.03,0,,0.03,,,,,,
14640,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,,Unknown,Misc,2011,0,0,0.03,0,,0.03,,,,,,
14641,Planet of the Apes,GBA,,Ubisoft,Action,2001,0.02,0.01,0,0,,0.03,54,6,,,Torus Games,E
14642,OZMAFIA!! -vivace-,PSV,,dramatic create,Adventure,2015,0,0,0.03,0,,0.03,,,,,,
14643,Drake & Josh: Talent Showdown,DS,,THQ,Adventure,2007,0.03,0,0,0,,0.03,,,,,,
14644,Hissatsu Pachinko Collection 3,SNES,,Sunsoft,Misc,1995,0,0,0.03,0,,0.03,,,,,,
14645,Real World Golf,XB,,Mad Catz,Sports,2006,0.02,0.01,0,0,,0.03,74,12,,,"Aqua Pacific, In2Games",E
14646,Kung Fu Panda: Showdown of Legendary Legends,3DS,,Little Orbit,Action,2015,0,0.03,0,0,,0.03,,,,,"Vicious Cycle, Little Orbit",E10+
14647,Oumagatoki: Kaidan Romance,PSP,,Quinrose,Action,2012,0,0,0.03,0,,0.03,,,,,,
14648,GTR Evolution,PC,,Atari,Racing,2008,0,0.02,0,0,,0.03,83,19,8.2,63,SimBin,E
14649,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,,Konami Digital Entertainment,Misc,2006,0,0,0.03,0,,0.03,,,,,,
14650,Hayate no Gotoku! Nightmare Paradise,PSP,,Konami Digital Entertainment,Adventure,2009,0,0,0.03,0,,0.03,,,,,,
14651,Lords of the Fallen,PC,,Square Enix,Role-Playing,2014,0,0.03,0,0,,0.03,73,36,6.9,583,"City Interactive, Deck 13",M
14652,NBA 08,PSP,,Sony Computer Entertainment,Sports,2007,0.03,0,0,0,,0.03,75,18,7.5,8,SCEA,E
14653,Sins of a Solar Empire,PC,,Pinnacle,Strategy,2008,0,0.02,0,0,,0.03,87,52,8.2,275,Ironclad Games,T
14654,New Tokyo Legacy: Operation Babel,PSV,,5pb,Role-Playing,2015,0,0,0.03,0,,0.03,,,,,,
14655,The Wolf Among Us,X360,,Telltale Games,Adventure,2011,0.01,0.02,0,0,,0.03,83,5,7.7,88,,
14656,HappinessCharge PreCure! Kawarun Collection,3DS,,Namco Bandai Games,Misc,2014,0,0,0.03,0,,0.03,,,,,,
14657,Nanashi no Game Me,DS,,Square Enix,Action,2009,0,0,0.03,0,,0.03,,,,,,
14658,NBA 2K13,PC,,Take-Two Interactive,Sports,2012,0,0.02,0,0,,0.03,90,5,6.8,130,Visual Concepts,E
14659,Resident Evil 4,PC,,Ubisoft,Action,2007,0,0.02,0,0,,0.03,76,15,7.4,242,Capcom,M
14660,DICE: DNA Integrated Cybernetic Enterprises,PS2,,Namco Bandai Games,Shooter,2005,0.01,0.01,0,0,,0.03,48,15,,,Natsume,E10+
14661,007: Quantum of Solace,PC,,Activision,Action,2008,0.01,0.01,0,0,,0.03,70,18,6.3,55,Treyarch,T
14662,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,,Namco Bandai Games,Action,2007,0,0,0.03,0,,0.03,,,,,,
14663,Megpoid the Music#,PSP,,Asgard,Misc,2013,0,0,0.03,0,,0.03,,,,,,
14664,Batman: A Telltale Game Series,XOne,,Telltale Games,Adventure,2016,0.02,0.01,0,0,,0.03,,,4.3,7,Telltale Games,M
14665,Wallace & Gromit in Project Zoo,XB,,BAM! Entertainment,Platform,2003,0.02,0.01,0,0,,0.03,,,,,,
14666,Boulder Dash: Rocks!,DS,,10TACLE Studios,Puzzle,2007,0,0.03,0,0,,0.03,,,,,,
14667,Grid Runner,PS,,Virgin Interactive,Action,1996,0.02,0.01,0,0,,0.03,,,,,,
14668,Saihai no Yukue,DS,,Tecmo Koei,Strategy,2008,0,0,0.03,0,,0.03,,,,,,
14669,Metal Dungeon,XB,,Xicat Interactive,Role-Playing,2002,0.02,0.01,0,0,,0.03,44,14,7.2,5,Panther Software,T
